row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,sales_outlier
2298,CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,42.95,1,0.0,1.2885,False
2299,CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7,0.0,601.9699,True
2300,CA-2015-113145,2015-11-01,2015-11-05,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Smallï¿½Office Telephoneï¿½- Titanium,503.96,4,0.0,125.99,True
2307,CA-2015-160794,2015-08-06,2015-08-08,First Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,27.216,3,0.2,9.8658,False
2308,CA-2017-116225,2017-11-05,2017-11-09,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,New York City,New York,10009,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,390.75,5,0.0,171.93,False
2309,US-2017-120418,2017-06-11,2017-06-12,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,280.792,1,0.2,35.099,False
2310,US-2017-120418,2017-06-11,2017-06-12,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.448,4,0.2,7.7004,False
2311,US-2017-120418,2017-06-11,2017-06-12,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,5,0.2,6.603,False
2312,US-2017-120418,2017-06-11,2017-06-12,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,15.872,1,0.2,1.984,False
2313,US-2017-120418,2017-06-11,2017-06-12,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,215.592,3,0.2,-48.5082,False
2336,CA-2017-152695,2017-12-10,2017-12-10,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3,0.0,5.1042,False
2337,CA-2017-152695,2017-12-10,2017-12-10,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,426.79,7,0.0,123.7691,False
2349,CA-2017-109701,2017-12-02,2017-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,9.024,6,0.2,3.1584,False
2350,CA-2017-109701,2017-12-02,2017-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2,0.2,22.5732,False
2351,CA-2017-109701,2017-12-02,2017-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86,2,0.0,5.3214,False
2352,CA-2017-109701,2017-12-02,2017-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3,0.0,22.2516,False
2353,CA-2017-109701,2017-12-02,2017-12-03,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08,6,0.0,5.04,False
2371,CA-2017-155152,2017-07-07,2017-07-09,Second Class,MP-17965,Michael Paige,Corporate,United States,Warwick,Rhode Island,2886,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.0,4,0.0,93.24,False
2372,CA-2016-159940,2016-07-07,2016-07-11,Second Class,BF-11020,Barry Franzï¿½sisch,Corporate,United States,Aurora,Illinois,60505,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,60.288,8,0.6,-27.1296,False
2373,CA-2016-159940,2016-07-07,2016-07-11,Second Class,BF-11020,Barry Franzï¿½sisch,Corporate,United States,Aurora,Illinois,60505,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,2.632,1,0.2,0.8225,False
2374,CA-2016-159940,2016-07-07,2016-07-11,Second Class,BF-11020,Barry Franzï¿½sisch,Corporate,United States,Aurora,Illinois,60505,Central,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,23.688,9,0.2,7.6986,False
2375,CA-2016-159940,2016-07-07,2016-07-11,Second Class,BF-11020,Barry Franzï¿½sisch,Corporate,United States,Aurora,Illinois,60505,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,253.372,2,0.3,-14.4784,False
2379,CA-2015-148628,2015-12-06,2015-12-11,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Thousand Oaks,California,91360,West,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,5,0.0,15.065,False
2380,CA-2016-118052,2016-05-06,2016-05-10,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.216,2,0.2,1.7138,False
2381,CA-2016-118052,2016-05-06,2016-05-10,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,49.568,2,0.2,15.49,False
2382,CA-2016-118052,2016-05-06,2016-05-10,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,54.712,7,0.2,11.6263,False
2390,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,6.48,1,0.0,3.1104,False
2391,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,41.86,7,0.0,20.5114,False
2392,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002637,Technology,Accessories,Logitechï¿½VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,9,0.0,97.1946,True
2393,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",113.92,4,0.0,42.1504,False
2402,CA-2017-145877,2017-04-01,2017-04-04,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,94.2,6,0.0,23.55,False
2403,CA-2017-145877,2017-04-01,2017-04-04,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.4,5,0.0,13.348,False
2405,CA-2017-108574,2017-10-07,2017-10-11,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,9,0.0,200.8638,True
2406,CA-2017-108574,2017-10-07,2017-10-11,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,7,0.2,-28.9674,False
2407,CA-2017-108574,2017-10-07,2017-10-11,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,10,0.2,26.973,False
2411,CA-2014-162684,2014-08-01,2014-08-06,Standard Class,AS-10630,Ann Steele,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,2,0.2,1.917,False
2412,CA-2015-142041,2015-06-07,2015-06-09,Second Class,EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,7.52,5,0.2,2.632,False
2416,CA-2015-146087,2015-07-06,2015-07-11,Standard Class,PP-18955,Paul Prost,Home Office,United States,Holyoke,Massachusetts,1040,East,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,301.96,2,0.0,60.392,False
2437,CA-2017-140053,2017-07-03,2017-07-10,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Farmington,New Mexico,87401,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,9,0.0,114.6285,True
2450,CA-2016-140207,2016-11-05,2016-11-10,Standard Class,CS-12400,Christopher Schild,Home Office,United States,San Jose,California,95123,West,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,5,0.2,9.828,False
2463,CA-2017-148691,2017-12-03,2017-12-09,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,5,0.2,29.372,False
2464,CA-2017-148691,2017-12-03,2017-12-09,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,2,0.2,5.1184,False
2465,CA-2017-148691,2017-12-03,2017-12-09,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,136.99,1,0.0,36.9873,False
2466,CA-2017-148691,2017-12-03,2017-12-09,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,3.15,1,0.0,1.512,False
2467,CA-2017-128755,2017-05-04,2017-05-08,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,1,0.0,4.0995,False
2468,CA-2017-128755,2017-05-04,2017-05-08,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,571.44,4,0.0,165.7176,True
2469,CA-2017-128755,2017-05-04,2017-05-08,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,32.4,5,0.0,15.552,False
2470,CA-2017-128755,2017-05-04,2017-05-08,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,1,0.0,4.5657,False
2474,CA-2016-114972,2016-11-03,2016-11-06,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584,2,0.2,-29.9178,False
2475,CA-2016-114972,2016-11-03,2016-11-06,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5,0.0,29.0325,False
2476,CA-2016-114972,2016-11-03,2016-11-06,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,87.71,7,0.0,41.2237,False
2477,CA-2016-114972,2016-11-03,2016-11-06,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4,0.0,429.5772,True
2478,CA-2017-102750,2017-09-04,2017-09-08,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Los Angeles,California,90036,West,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,3,0.2,-99.1764,True
2487,CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,0.0,22.2352,False
2488,CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-AR-10001473,Office Supplies,Art,Newell 313,9.84,3,0.0,2.6568,False
2489,CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,20.04,3,0.0,9.6192,False
2508,CA-2015-120397,2015-07-02,2015-07-02,Same Day,RB-19435,Richard Bierner,Consumer,United States,Houston,Texas,77070,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,32.784,4,0.8,-85.2384,False
2509,CA-2017-163902,2017-03-02,2017-03-08,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3,0.2,14.7582,False
2510,CA-2017-163902,2017-03-02,2017-03-08,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,479.94,6,0.0,52.7934,True
2513,CA-2017-155089,2017-12-02,2017-12-06,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Tampa,Florida,33614,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",45.66,5,0.7,-33.484,False
2516,CA-2014-106572,2014-09-05,2014-09-10,Standard Class,NP-18700,Nora Preis,Consumer,United States,Bowling Green,Ohio,43402,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,264.32,2,0.2,19.824,False
2518,CA-2017-123134,2017-05-02,2017-05-07,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Westfield,New Jersey,7090,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,3,0.0,12.993,False
2525,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.048,9,0.2,5.256,False
2526,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,25.488,2,0.2,4.4604,False
2527,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,6.9,3,0.8,-12.075,False
2528,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9.648,6,0.8,-16.884,False
2529,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,7.968,2,0.2,2.8884,False
2536,CA-2015-143238,2015-09-06,2015-09-08,First Class,LO-17170,Lori Olson,Corporate,United States,La Quinta,California,92253,West,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,4,0.0,18.0648,False
2567,CA-2017-123967,2017-11-01,2017-11-03,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226,West,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,25.12,5,0.2,7.85,False
2568,CA-2017-123967,2017-11-01,2017-11-03,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,2665.62,9,0.0,239.9058,True
2569,CA-2017-148929,2017-09-07,2017-09-11,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,New York City,New York,10011,East,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08,8,0.0,133.8624,True
2586,CA-2015-121041,2015-11-03,2015-11-10,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Haltom City,Texas,76117,Central,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",6.608,2,0.2,2.1476,False
2589,CA-2016-137729,2016-05-05,2016-05-09,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,90004,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,0.0,1.0166,False
2590,CA-2016-137729,2016-05-05,2016-05-09,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,90004,West,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.168,3,0.2,21.5397,False
2602,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,3,0.0,7.0218,False
2603,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85,3,0.0,364.4595,True
2604,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,136.784,1,0.2,5.1294,False
2605,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",61.12,4,0.0,20.7808,False
2607,CA-2016-154053,2016-03-04,2016-03-10,Standard Class,MG-17890,Michael Granlund,Home Office,United States,San Diego,California,92024,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,16.99,1,0.0,4.9271,False
2617,CA-2017-147942,2017-04-01,2017-04-05,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10003663,Office Supplies,Labels,Avery 498,5.78,2,0.0,2.7166,False
2618,CA-2017-147942,2017-04-01,2017-04-05,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,121.68,13,0.2,38.025,False
2623,CA-2014-164861,2014-12-03,2014-12-06,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,25.92,4,0.0,12.4416,False
2635,CA-2015-116750,2015-07-05,2015-07-10,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,4.928,2,0.2,0.7392,False
2636,CA-2015-116750,2015-07-05,2015-07-10,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23,5,0.7,-5.784,False
2646,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,3,0.0,23.6529,False
2647,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81,3,0.0,20.1207,False
2648,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,12.96,2,0.0,6.2208,False
2649,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0.0,213.6888,True
2650,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordlessï¿½Phone Headsetï¿½with In-line Volume - M214C,104.85,3,0.0,28.3095,False
2664,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3.984,1,0.2,1.2948,False
2665,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62,3,0.4,-142.071,False
2666,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,2,0.7,-2.0108,False
2667,CA-2016-111794,2016-10-01,2016-10-01,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10003832,Technology,Accessories,Imationï¿½16GB Mini TravelDrive USB 2.0ï¿½Flash Drive,79.512,3,0.2,20.8719,False
2668,CA-2016-111794,2016-10-01,2016-10-01,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,28.352,1,0.2,9.5688,False
2671,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,3,0.0,79.8912,False
2672,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,785.88,6,0.0,212.1876,True
2673,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26.2,2,0.0,12.838,False
2674,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0.0,238.653,True
2675,CA-2017-136875,2017-12-03,2017-12-03,Same Day,TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,92024,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,166.44,3,0.0,79.8912,False
2686,CA-2016-133123,2016-09-06,2016-09-11,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,3,0.2,29.985,False
2687,CA-2016-133123,2016-09-06,2016-09-11,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,2,0.7,-2.4564,False
2688,US-2016-128195,2016-08-04,2016-08-05,First Class,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,61604,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98,5,0.8,-6.567,False
2691,CA-2017-156412,2017-12-04,2017-12-08,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,5.346,3,0.7,-4.455,False
2696,CA-2016-161662,2016-02-07,2016-02-09,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.352,2,0.2,10.6232,False
2712,CA-2017-132430,2017-10-09,2017-10-11,First Class,CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,44107,East,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.888,4,0.2,9.1776,False
2715,CA-2015-103723,2015-12-01,2015-12-06,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5,0.0,5.56,False
2716,CA-2014-127187,2014-12-04,2014-12-08,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,10024,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2,0.0,62.3904,False
2720,CA-2014-110030,2014-12-06,2014-12-08,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856,False
2721,CA-2014-121286,2014-11-04,2014-11-08,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511,South,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,3,0.2,2.7222,False
